1134445,112084410
1296570,113542615
1384091,124767919
1649001,125393390
1687041,126024634
1715685,128534175
1842639,132528612
1875942,136238799
1995591,140063474
2018960,140802413
2164510,140954794
2200572,142372267
2207906,145040560
2254129,146131118
2263780,146654404
2267673,152069249
2291186,153395134
2296889,155324628
2297973,161498603
2322080,169111301
2322170,171577254
2366552,173939409
2366919,174965877
2376055,185046659
2379049,186301612
2484438,189446326
2492018,197443770
2524152,198281228
2577405,202383348
2586961,203931635
2630646,207645756
2636176,219183330
2654872,223270805
2899911,223823668
3033798,228106970
3034923,230215547
3055880,237829637
3101641,239273599
3188704,253529474
3209894,254388534
3234058,256517294
3271105,261545021
3392687,280701414
3562967,287663241
3643521,298502881
3682642,300033898
3743024,302093829
3782536,303023021
3788545,304663664
3831029,306803820
3848856,313077611
3919486,317196960
3920211,318156062
3923141,320336327
3950583,322724913
3959219,325998393
3967772,326668834
3973374,327939394
4004575,329296982
4017423,337540818
4083179,341032905
4084756,347613319
4094507,347685910
4238130,348581921
4312521,349529369
4376911,356941394
4384734,367400897
4400539,371131170
4421560,372033787
4463582,374237242
4479835,374875812
4583465,376973409
4589546,381684441
4628837,384173429
4631750,386729512
4684645,409325581
4745932,410858097
4787746,412874908
4949219,413534443
4994691,413728262
5007320,415293582
5100970,418321845
5115298,420955720
5123924,424968488
5124681,425429966
5155379,427020910
5248673,435666783
5254734,452758872
5278395,458635933
5340220,461836564
5369390,465995780
5373455,466241691
5410119,470584648
5420007,471318605
5432872,473378293
5495817,475854657
5498125,480375376
5518558,483780856
5714136,488472453
5716916,488719434
5812222,501517744
5835862,502980368
5870589,509908060
5953571,518357257
5955719,526556611
5961584,534769103
5961615,535464628
5977076,543042637
6009685,549632299
6027032,565754604
6054041,568646274
6114698,571026455
6155180,577450292
6186065,584119351
6193482,598846718
6273195,599140975
6308729,617335981
6435389,618525374
6452804,629230756
6495878,634480871
6529656,636924029
6614141,643343409
6621465,645902045
6622139,652714685
6655520,658218112
6666603,662471976
6670768,664022715
6690209,670516965
6709345,672627175
6766459,673906528
6780672,680209444
6838043,681240381
6907244,686991558
6963245,689001590
6963836,708254005
6974389,711275703
7016887,716422715
7083971,730739782
7118807,731753810
7134627,735113438
7187780,739794065
7266812,742342238
7272599,743495434
7312838,750072358
7324501,751445862
7334538,758725855
7375313,773704753
7384397,774343999
7438114,785616816
7614945,798269111
7781914,803562324
7819819,806163020
7823034,814624147
7828803,817104819
7872509,819891321
7948028,821548465
7959003,822534800
7986248,825838208
8034185,826313812
8045264,828475745
8082584,832724894
8092507,838615357
8146978,842556770
8185172,842622016
8238370,848190334
8302654,848591074
8355853,855407694
8382638,859170834
8429746,863417038
8454133,879069919
8479811,879109738
8560742,879361838
8673441,893759514
8701288,900335503
8716353,903491584
8748043,906574268
8918819,908711967
8965262,910576640
9078090,915268773
9263004,920446882
9271218,929349616
9283004,930391692
9358519,931617554
9426203,940320912
9474735,943778029
9559589,950389049
9580946,952150347
9609747,952799230
9618025,958162730
9698885,962179767
9783737,975436175
9795691,984994196
9817701,986119889
9850415,989567285
9867839,989757749
9892396,991013388
9922511,997903835
